0:-576.368674291 1:161.063002438 2:-76.2256753764 3:20.7943814625 4:-19.5246828812 5:-31.7996695981 6:-2.35717093184 7:-29.0890015079 8:0.935116557748 9:-0.285954558322 10:-6.32582078508 11:6.0502311963 12:-9.69273605317 13:-0.0062957715206 14:-0.000945796286557 15:0.00150182115077 16:-0.00361566663865 17:-8.36545244093e-05 18:-0.000528278305034 19:-0.00191189100963 20:0.0011435081282 21:0.00147821196505 22:0.000996298074836 23:-8.22419530024e-05 24:0.000655193959232 25:0.000959827194571 
0:-586.284435793 1:155.248841758 2:-72.7989185927 3:22.8304633158 4:-19.2535048114 5:-31.3564269013 6:-2.33228560709 7:-27.9989668696 8:1.83880661214 9:-1.12016557642 10:-6.92215322342 11:5.53987215187 12:-11.0046582784 13:-0.00353779548741 14:0.00291513694518 15:0.00887519722315 16:-0.00019169960619 17:0.00196069413305 18:-0.00351803151972 19:-0.00204687152667 20:-0.00236568138444 21:-0.00285750804939 22:-0.000542327781995 23:0.00140751439036 24:0.000211002845261 25:0.00036369256606 
0:-581.692794053 1:156.135662901 2:-73.8927293904 3:22.1470951244 4:-24.1558627378 5:-30.9658513663 6:0.940466311743 7:-29.2466622082 8:2.30985549846 9:-0.474757798944 10:-7.32495972031 11:7.545067113 12:-9.93360705917 13:0.0250502222299 14:-0.00339472737177 15:-0.00380728528006 16:-0.0010306377472 17:0.00212130684894 18:-5.99515513489e-05 19:0.00152200113792 20:0.000734186348379 21:0.000756168361652 22:-0.00146084883825 23:0.000169313613137 24:-0.000740924150615 25:-0.00171904262942 
0:-587.468572684 1:158.209800645 2:-69.2892308005 3:20.1341737495 4:-23.3100661148 5:-31.8898574201 6:1.18168165665 7:-27.830147647 8:-0.814141523023 9:-0.696373130496 10:-7.37317710172 11:5.99001865684 12:-9.18181389903 13:-0.00627973950366 14:-0.00171036572371 15:0.0021780502088 16:-0.00330204489631 17:0.000179099092995 18:0.000936065199624 19:-0.000468251649125 20:0.000243709460439 21:-2.62860919844e-05 22:-0.000860645524396 23:0.000693290729973 24:8.1801956334e-05 25:0.000626956988232 
0:-574.416325714 1:162.203582024 2:-72.8926949112 3:22.3284607147 4:-23.9023100984 5:-31.6407790645 6:-0.40946282173 7:-28.6438042978 8:1.69106695642 9:-2.57869437731 10:-6.73274963296 11:7.02769193272 12:-10.5519544273 13:-0.0114114824515 14:-0.00578234922713 15:0.00285907564632 16:-0.000219811006762 17:0.00189333975996 18:0.00154725939236 19:0.000884522824954 20:0.00239828063338 21:0.00077080452872 22:-0.00025091997315 23:0.000907087458596 24:-6.26592438132e-05 25:0.000151359526217 
0:-591.182691374 1:152.973514056 2:-67.3071331975 3:23.9902953657 4:-24.4908666833 5:-30.5809326097 6:-1.29779730883 7:-30.0237465161 8:2.45051831518 9:-2.12937085649 10:-7.62371777846 11:7.01550692265 12:-10.7879783035 13:0.00015553734685 14:-0.00122777082128 15:-0.00134069303441 16:-0.000710930963167 17:7.22565864694e-05 18:0.00116281150983 19:0.0014576636615 20:9.67364812035e-05 21:-0.000483864615161 22:-0.00113648217755 23:-0.000406450034506 24:-0.000542126099585 25:-0.000377783100143 
0:-589.822405408 1:156.84128786 2:-70.5345040378 3:18.3600793001 4:-21.2533119645 5:-29.6988679232 6:0.000442799050652 7:-29.3212079289 8:-1.41701294609 9:0.521517648452 10:-5.33708682299 11:5.47881667519 12:-10.3535320336 13:-0.0103290356046 14:-0.00347152690143 15:0.00469134597276 16:-0.00158160278455 17:-0.000739706771401 18:-8.4573525076e-05 19:0.00199122187504 20:0.00233963689775 21:-0.000730715063228 22:-0.000701343980839 23:0.00105177568745 24:0.000600731330687 25:0.000645155295137 
0:-573.522397181 1:162.039525664 2:-75.0878717368 3:21.9357683658 4:-21.5889954672 5:-31.1310487593 6:-2.20264373211 7:-30.4980128337 8:1.59062516293 9:-0.171569215681 10:-5.99953163711 11:5.43747909503 12:-10.5610303342 13:-0.0181218448024 14:0.00127833620903 15:0.0115605400401 16:-0.000872495166777 17:0.00519723178437 18:-0.0014319091585 19:-0.00482120838999 20:-0.00166496683127 21:-0.00223253132728 22:-0.000221883046847 23:0.002430716129 24:0.000525396896792 25:0.000611271907733 
0:-597.031006717 1:150.260512484 2:-62.3234921642 3:30.2336077159 4:-23.4260487902 5:-32.4479884758 6:1.57972195629 7:-28.4150074347 8:0.00629023314068 9:-3.07235812523 10:-10.874690713 11:3.46071761232 12:-10.9798825501 13:0.00896165743151 14:-0.000853636117926 15:-0.00562732085616 16:-0.00125908259605 17:0.00134504512636 18:-0.00252937111319 19:0.00259373288189 20:0.00153019545842 21:-0.0017389576007 22:0.00216516617688 23:-0.00103133971723 24:-0.00043683848451 25:0.0016581440524 
0:-579.831545833 1:155.880651953 2:-76.5946471485 3:24.8110987472 4:-21.4190084405 5:-33.6208269321 6:2.5625611076 7:-29.0290558849 8:-1.80483688399 9:2.28438832562 10:-6.10688773224 11:3.82841948991 12:-9.28943197907 13:0.0085985222145 14:0.00481869521021 15:-0.00354620025692 16:-0.0034316609878 17:-0.000220080473683 18:-0.00128061908738 19:-0.000285354535488 20:-0.000554609031743 21:-0.000656903506885 22:-0.000279927603789 23:0.000358128197069 24:-0.000229530624972 25:-7.03134035557e-05 
0:-579.26198023 1:157.440370605 2:-70.7625315254 3:25.1069667628 4:-27.0108974724 5:-31.586926688 6:2.20002159239 7:-30.1457755802 8:1.60769835519 9:-0.351672769769 10:-6.97312561628 11:5.36763612699 12:-11.7432766609 13:0.00322534475365 14:-0.00058276843285 15:0.00761921839455 16:-0.0044523877337 17:0.00143014692707 18:-0.000762929590993 19:0.00135901618424 20:0.000818556038071 21:-2.56969889721e-06 22:-0.000913051915522 23:0.00190234757084 24:-3.10720416618e-05 25:0.00130395334234 
0:-586.310081843 1:156.757376582 2:-71.4742886044 3:25.2657674498 4:-17.9483193681 5:-34.0009357068 6:-0.244462512187 7:-28.2162890104 8:-3.21021285743 9:-0.59906351741 10:-7.81755479508 11:4.14510796927 12:-8.40515555073 13:-0.00318270692063 14:-0.000789694865785 15:0.00246793151577 16:-0.000759209179472 17:0.00185847151005 18:0.00215811547142 19:-0.000635129821651 20:-0.00114652722808 21:-5.41708577289e-05 22:-0.00271720456527 23:-0.00128558940918 24:-0.000599558144932 25:-0.000139921030709 
0:-600.987926206 1:153.735508846 2:-62.1483250357 3:22.2104346686 4:-21.7066320066 5:-31.5814365467 6:0.643371095447 7:-27.1784106069 8:-1.91108269485 9:-1.4608228108 10:-8.72556709599 11:3.34328999589 12:-10.4138630059 13:0.00759452136811 14:-0.00259852806936 15:0.000223837768483 16:0.00300186570907 17:0.00138714255956 18:-0.0018775332527 19:-0.000520037784311 20:5.43687811447e-06 21:0.00106741748948 22:-0.000269356334212 23:0.000147854462134 24:0.000635255623926 25:-0.000757115783163 
0:-590.49777485 1:158.843931274 2:-68.7416879188 3:15.8412511348 4:-22.3436382747 5:-28.3557318251 6:0.298734541286 7:-30.396022031 8:-2.58690629196 9:-0.194578462459 10:-6.76039068575 11:4.65026319951 12:-9.29148154698 13:0.0057374924122 14:-0.000544706749816 15:-5.52259390981e-05 16:0.00749190575218 17:0.00290521391747 18:0.000424232037961 19:0.00377780547764 20:0.00249983197947 21:0.00225916467425 22:3.03152564765e-05 23:-8.21811543185e-05 24:4.50957909406e-05 25:-0.000146729768523 
0:-596.303597528 1:155.137182583 2:-66.1117028375 3:21.2181810147 4:-19.4013764299 5:-29.0998924226 6:-0.0683459421534 7:-32.6817299867 8:-4.56852172373 9:-1.25066252149 10:-11.6145394546 11:3.26584999751 12:-6.87229902839 13:-0.000811329222354 14:0.000534504188535 15:0.00276742265856 16:-2.40209989455e-05 17:0.000587416214193 18:0.00150946992599 19:0.000359893190787 20:-0.00263007898867 21:-0.00135377087326 22:9.46384670707e-05 23:0.00147688862976 24:0.000711290768681 25:0.000307910979369 
0:-527.410283812 1:147.421039266 2:-88.7803341921 3:22.9687823823 4:-38.5230621697 5:-21.6626132375 6:-15.5685872257 7:-27.8993999403 8:-8.07709593319 9:-6.85394901439 10:-11.8359974861 11:-3.78997465838 12:-7.36702121278 13:-0.00240336677504 14:-0.00224530007448 15:0.00057818247056 16:0.000160621116486 17:-0.000318043929697 18:0.000482407687477 19:0.00115422884337 20:6.6022469701e-05 21:-0.00012737210258 22:0.000378347870313 23:0.000355047818404 24:2.19065440424e-05 25:-0.000572814846075 
0:-510.963812616 1:156.839570386 2:-91.0072917247 3:25.2713641007 4:-35.3756580971 5:-25.1867228429 6:-19.0174538362 7:-25.9757701806 8:-10.1038725299 9:-8.45017825425 10:-11.6889218288 11:-5.40746498844 12:-7.12599664031 13:-0.00478310122496 14:-0.00501660689323 15:0.0090507752608 16:-0.00125747044656 17:0.00199737589257 18:0.00270342908843 19:-0.00150387970046 20:0.00275112372061 21:-0.000711191789497 22:-0.000124957256227 23:0.00176641211035 24:-0.000621713458149 25:6.01244408852e-06 
0:-496.492035166 1:147.980929263 2:-94.1691458144 3:33.0952178653 4:-45.0613576577 5:-23.4298126195 6:-15.0509049957 7:-26.2205528451 8:-13.2869909578 9:-5.90559944844 10:-11.3764447959 11:-6.87929151195 12:-8.15309065419 13:0.00907323965468 14:-0.00236397317968 15:-0.00201266435396 16:-0.00659012479746 17:-0.000287104202782 18:-0.000989129214555 19:-0.000732106478096 20:-4.84594063734e-05 21:-0.000901767315858 22:0.000379467196596 23:-0.000553039923427 24:-0.0017632082062 25:-0.000198627176113 
0:-500.644762414 1:148.100960452 2:-92.4610536235 3:32.953936092 4:-40.8658391892 5:-23.6992235467 6:-19.8296859013 7:-25.3298118193 8:-12.4205950645 9:-8.52831002054 10:-11.106797332 11:-6.46797885961 12:-6.35951724616 13:0.00490036130351 14:-0.00171669530578 15:0.00369459369488 16:-0.00275381847184 17:-0.00015285261123 18:-0.000710817290372 19:0.000368874261325 20:-0.000831853004918 21:-0.00171704440259 22:0.000617505305535 23:-0.00207074151747 24:-0.000565701202465 25:0.000438510008055 
0:-495.650537085 1:150.409537668 2:-93.3294434876 3:29.9871807813 4:-43.0775860411 5:-19.6471033114 6:-18.7171406706 7:-27.2373746216 8:-12.5830900264 9:-6.97675263167 10:-11.2674911811 11:-7.77853170393 12:-6.68392409215 13:0.0120132827548 14:0.000159569032664 15:0.0025533420284 16:0.000927313466353 17:0.00194466493848 18:-0.000481746003348 19:-0.00210387043495 20:-0.00141546668002 21:-0.00217155311692 22:2.63294155201e-05 23:-0.000523947018411 24:-0.00034457969773 25:0.00131245653482 
0:-495.154095681 1:155.446100759 2:-90.4844557299 3:31.5675772947 4:-44.5538297213 5:-20.7282801435 6:-15.6575168055 7:-27.1543267044 8:-7.08316573906 9:-8.26506319453 10:-12.0031258348 11:-5.16127101634 12:-8.03203046936 13:0.0166447057584 14:0.00191559645209 15:0.0023839882935 16:-0.00579989381305 17:0.000185308353123 18:0.000433377976779 19:-0.00119200013699 20:-0.00170676932844 21:-0.00214298950836 22:-0.000519250178755 23:-0.000708605221959 24:0.000360254447776 25:0.000208720984188 
0:-504.755440393 1:155.709547795 2:-87.3248166871 3:29.066894532 4:-43.9342361261 5:-23.5213288686 6:-15.9429687804 7:-28.2064346501 8:-11.4670633334 9:-9.55574460454 10:-12.4540080969 11:-6.60163194785 12:-8.91408114662 13:-0.00528386320958 14:-0.00609152709694 15:0.00417361928638 16:-0.00318264385328 17:0.00249217588224 18:0.00152801770582 19:-0.000244660601629 20:0.000857653457718 21:-0.00204165849527 22:0.000168264387075 23:-0.00074838199755 24:-0.00159285792816 25:0.000912698389565 
0:-501.979761677 1:152.045349337 2:-88.799024562 3:30.3179476236 4:-45.2771620091 5:-23.1593740876 6:-15.9721710813 7:-25.9014100752 8:-11.5985010223 9:-8.39855403134 10:-11.0744441283 11:-5.93687656314 12:-8.74862209348 13:0.0036357250197 14:-0.000952757001109 15:-0.000251871990775 16:-0.00168257841775 17:0.000150236584432 18:-0.00116039577491 19:-0.000809346356458 20:-0.000868493846748 21:-0.000925566957666 22:0.00061957822202 23:-0.000327104914033 24:0.000463284303348 25:0.000913222914852 
0:-502.859815809 1:153.987503548 2:-93.5802549099 3:29.3206039114 4:-43.2128278773 5:-26.4162216377 6:-15.4677610821 7:-28.8421161362 8:-9.55275662913 9:-6.71634349408 10:-12.3853577693 11:-5.14442017632 12:-8.35735396826 13:0.00480938424798 14:0.000642703107045 15:0.00514070003869 16:-0.00574818872132 17:-0.000329939925627 18:-0.0030638202006 19:0.000700327193532 20:-0.000722775573926 21:-0.00143846293354 22:0.000487109009633 23:-0.000860713419341 24:3.94256744117e-05 25:0.000314540864441 
0:-506.567995327 1:154.495136282 2:-89.9239662793 3:27.6821365062 4:-42.6621469081 5:-24.8858495098 6:-13.3697906615 7:-25.6387960156 8:-10.004155497 9:-7.42084014333 10:-14.4026391161 11:-6.22081770227 12:-7.96909305814 13:-0.000489026713436 14:-0.00512257281923 15:0.00133921375127 16:-0.00196146431498 17:-0.000103215720677 18:-0.000900869884257 19:-0.000197825200832 20:0.000700178035903 21:-0.00155553657889 22:-0.000514765952883 23:-0.00154018396111 24:0.000401382743935 25:0.000197395328095 
0:-499.549048902 1:149.655181659 2:-90.2818678009 3:29.0062854592 4:-46.6216738655 5:-17.9856152607 6:-20.853042731 7:-27.212561408 8:-7.71034199443 9:-10.9797173111 10:-9.97168106524 11:-6.93193220006 12:-5.10765979045 13:-0.00820293867049 14:-0.00625959346933 15:0.00447902604201 16:-0.00401374637587 17:-0.000692120548494 18:0.000662207691712 19:0.00205984081145 20:0.00195775458695 21:0.000149290091779 22:0.00101486412842 23:-0.00108848053163 24:-0.000456964623896 25:0.00114255285009 
0:-504.940467027 1:153.647644038 2:-87.9954693846 3:27.9730146909 4:-45.5655902708 5:-21.3987334481 6:-16.5892286393 7:-28.3121949285 8:-9.27405734051 9:-8.91092609903 10:-10.8998101498 11:-5.38194439473 12:-8.05423343315 13:0.00358650350251 14:0.00256410345112 15:0.00298251335002 16:-0.00370613410054 17:0.000830298875043 18:-0.000594616661681 19:-0.00209812008325 20:-0.000414998425978 21:-0.000550091879077 22:0.000295128916665 23:-0.000878671408165 24:-0.00121954333829 25:-0.000792884096617 
0:-498.995727783 1:156.218140441 2:-94.2613771992 3:30.5824144186 4:-41.3108683088 5:-26.1405715886 6:-15.0364242251 7:-28.418483479 8:-10.526927777 9:-7.92196019537 10:-12.2074433063 11:-5.89034963366 12:-9.8132643127 13:0.00751951438008 14:3.63940484052e-05 15:0.00388860503831 16:-0.00273094390178 17:-0.000788056032222 18:-0.00067176821553 19:-0.000729373601191 20:-0.00174571413581 21:-0.00166224782674 22:0.000523980089375 23:-8.00947849599e-05 24:-0.000563045395793 25:0.000776498863075 
0:-496.835091394 1:146.243403199 2:-95.4038157651 3:28.5180784733 4:-47.3921241222 5:-20.8976668555 6:-17.8088626008 7:-26.2049847031 8:-10.3530841643 9:-6.31631174906 10:-12.2104601653 11:-5.6036475074 12:-6.36181530304 13:0.0165569587348 14:-0.0031118216363 15:0.00110115576425 16:-0.00309130846204 17:-0.000667240546607 18:-0.000130081485852 19:-0.00250951789626 20:0.000703985444121 21:-0.000742035823545 22:0.000115787299756 23:0.000476590629012 24:-0.000417545634662 25:0.000351409547605 
0:-492.236904226 1:153.206632222 2:-96.293043382 3:29.9308833323 4:-42.9191934616 5:-24.1717627971 6:-17.7739530839 7:-25.9782773127 8:-11.052254352 9:-6.04267480583 10:-11.852519761 11:-5.49923584962 12:-5.9871689131 13:-0.0159695486114 14:-9.29242127812e-05 15:0.00438258503325 16:-0.00255800020264 17:0.00143069152803 18:0.00220005155382 19:0.00224055380781 20:-0.00194293302543 21:0.00150742172156 22:0.000487471163402 23:-0.000710327399434 24:-0.00157648137284 25:-0.00136789131887 
0:-492.999811167 1:155.11358849 2:-99.2334222721 3:25.9576817591 4:-40.7195820903 5:-23.2883947762 6:-17.7995624443 7:-25.1963059564 8:-10.2127567469 9:-8.93133653238 10:-13.1388367492 11:-4.96205071231 12:-7.14128859805 13:-0.0054643981918 14:-0.00433679000965 15:0.00352993832708 16:-9.30924073912e-05 17:-0.000824877303727 18:-0.000307151668459 19:0.00159157351991 20:-2.37693698615e-07 21:0.000572383256722 22:7.09105188677e-05 23:0.00105425086729 24:0.000243691035528 25:-0.000559735182728 
0:-488.921738179 1:154.365993767 2:-99.0646922795 3:26.8967739353 4:-44.2518522907 5:-22.0117582465 6:-18.6732820136 7:-28.0208245684 8:-9.87510931882 9:-7.60590633687 10:-11.599853689 11:-4.94740946814 12:-8.09330477414 13:-0.000437960587071 14:-0.00726137573493 15:0.00277294905145 16:-0.000779251331395 17:0.000604996991797 18:0.000580859166074 19:0.000628587675884 20:0.00221851910841 21:-4.2079934052e-05 22:0.000929853261554 23:0.000102007474929 24:-0.000180346124823 25:0.000865514805879 
0:-490.277987396 1:152.464869118 2:-99.6176302759 3:25.7895389223 4:-44.4788310193 5:-22.1786547045 6:-19.1004350388 7:-26.7555510517 8:-10.7793377453 9:-7.07571251625 10:-11.678729066 11:-5.59319332584 12:-6.03020254633 13:0.00245277434241 14:0.00753016757101 15:0.00299940956062 16:-0.00271632332223 17:0.000137519908071 18:-0.00215283254238 19:-0.00383779476967 20:-0.00379973849742 21:-0.00264167832629 22:0.00162097193161 23:0.0027830345359 24:0.000379795568978 25:-0.00235839651435 
0:-597.385494214 1:156.649110064 2:-53.4991971478 3:37.5288800043 4:-14.2534998328 5:-34.0275486198 6:-7.98181210186 7:-31.963255469 8:1.68537416084 9:-2.54145175499 10:-12.0956785782 11:6.29431059859 12:-8.14498800562 13:-0.0026439931395 14:-0.00172586778017 15:0.00207537874014 16:-0.00280685334913 17:0.00110356237749 18:0.00178281122575 19:0.00115089542025 20:-0.000163760540872 21:-0.000189981131111 22:-4.51692188824e-06 23:0.000746704364047 24:-0.000594882845442 25:-0.000535109251939 
0:-627.836285164 1:144.98936891 2:-46.9665157394 3:32.356160338 4:-11.2058487842 5:-34.5765441701 6:-9.92117186856 7:-28.9931766364 8:-3.93209386913 9:-4.53150050222 10:-11.4762198562 11:2.36300865894 12:-9.15077373445 13:-0.00432860580937 14:-0.00497503177875 15:-0.000461373905047 16:0.00114548829474 17:0.00168551488724 18:0.0010216421515 19:-0.000698328452638 20:-0.000926154436245 21:0.00212032494781 22:0.000708146255983 23:0.000337982201277 24:-0.000477998264388 25:-0.000969888629615 
0:-596.307537387 1:152.314321037 2:-62.7724939414 3:32.6574089609 4:-15.6822137216 5:-33.005415513 6:-3.47174667209 7:-31.7151268629 8:-2.36762792651 9:-1.27138216072 10:-9.712665607 11:4.3930470082 12:-9.39843704566 13:-0.00886497054551 14:-0.00414705795278 15:0.00463178683635 16:-0.00134956244875 17:0.000240084603807 18:-0.00216290387234 19:0.00149483084928 20:-0.0012712722614 21:8.14756868581e-05 22:0.000369238836012 23:0.000604904589863 24:0.000188804616431 25:0.00111981937558 
0:-598.422650178 1:153.258466396 2:-59.3405946988 3:29.8075553271 4:-19.52964244 5:-29.1997001695 6:0.0639402268623 7:-33.1854351044 8:-3.64555115828 9:-1.81220169423 10:-9.79889639595 11:4.68935083989 12:-8.97669215169 13:0.00900817043304 14:-0.00254447358748 15:-0.00111310382416 16:-5.5768876514e-05 17:0.000824020484974 18:0.000220332416263 19:-0.00018725620434 20:-0.00136632294135 21:0.000706810504379 22:-0.00244346633296 23:-0.000495044626906 24:-0.00037678441718 25:0.000527236340275 
0:-610.77571629 1:149.803044673 2:-52.1342323392 3:36.2338370798 4:-12.9277776528 5:-33.3298167099 6:-6.94992660177 7:-35.1164790904 8:-5.64207329876 9:-1.5900018983 10:-11.6950831082 11:2.34560320507 12:-8.96442238059 13:0.00842083751827 14:0.0002065921908 15:0.00265083855209 16:0.00403929169395 17:-0.00342238575505 18:-0.00138504833368 19:-0.00110243718619 20:-0.000453040038576 21:0.00122899371897 22:-0.000853403947603 23:-0.00062455837067 24:0.00115548646494 25:0.000745500631184 
0:-602.189199489 1:151.405803612 2:-55.4071799147 3:32.2725998775 4:-22.6597885331 5:-32.6879089212 6:-2.68434349313 7:-33.899534329 8:-0.328188290511 9:-0.866686892216 10:-10.8966690557 11:6.13820298105 12:-9.63943595377 13:0.00355462466 14:-0.00220351000923 15:-0.000576606938755 16:0.000878245717548 17:-8.05831159277e-05 18:0.00119234591018 19:0.00322531210043 20:-0.00233834244394 21:0.000230158289868 22:-8.28918355957e-05 23:0.000828222299653 24:0.000181051685744 25:0.000837452071237 
0:-616.414253118 1:145.586155551 2:-49.0496929752 3:39.3527236552 4:-11.9450163986 5:-29.6772058784 6:-4.89760272879 7:-32.9178187327 8:-3.17438511719 9:-5.00831336198 10:-13.4203709462 11:4.91387369187 12:-8.39080786665 13:0.000959606786677 14:-0.000159739682666 15:-0.000960011710641 16:0.000901927097158 17:0.0026936334112 18:0.000736043579221 19:-0.000322067541593 20:-0.000148847802465 21:0.000200042889039 22:-9.93131082783e-05 23:-0.000534953413909 24:-0.000397546837901 25:0.000397191227834 
0:-608.077758912 1:147.98119748 2:-53.8070127917 3:39.9257704481 4:-11.2043808306 5:-30.7466527214 6:-4.503859096 7:-34.0042340722 8:-5.07553251822 9:-4.48180449331 10:-11.4789231865 11:5.634221832 12:-8.52021915336 13:-0.016834719139 14:-0.00675096730817 15:0.0049799632666 16:-0.000273030598675 17:0.00440900362856 18:0.00306011403198 19:-0.000217637342256 20:0.00188499917268 21:-0.000647584962517 22:-0.00053035433192 23:3.33195350293e-05 24:-0.00108208331599 25:0.000392120241018 
0:-600.838574416 1:155.393669364 2:-51.5741379983 3:35.0382938794 4:-19.1935629759 5:-32.1842580992 6:-2.42762655354 7:-33.3088786556 8:-3.74115603704 9:-3.58809923533 10:-11.9846133804 11:4.3247471228 12:-8.64309330231 13:-0.00958901736078 14:-0.00560037408364 15:0.00396297614226 16:0.00244180821867 17:0.00270690948451 18:0.00158038277842 19:-0.00013531059101 20:0.000542764040528 21:1.39719770477e-05 22:-0.00188393038879 23:-0.000462447169499 24:9.92076734579e-05 25:-9.13510634153e-05 
0:-607.828899326 1:148.624515152 2:-56.3694868422 3:34.3692681217 4:-14.0378382691 5:-30.8828884325 6:-1.5629615453 7:-30.8900325194 8:-6.97914248829 9:-4.34783763234 10:-7.7779322125 11:5.12748589468 12:-9.2945692743 13:-0.0023580099092 14:-0.00247437898322 15:0.00138106404751 16:0.00162498421048 17:0.0010587759449 18:0.00104740030115 19:0.000435567150134 20:-0.000171966428424 21:0.00151442968515 22:0.000161967806604 23:0.000374943307852 24:-0.000310651189971 25:0.000160317356532 
0:-599.8389287 1:152.617297841 2:-55.6567436487 3:33.8712613682 4:-15.7604378766 5:-25.5475152629 6:-4.51025538003 7:-35.555942614 8:0.463175383942 9:-4.56581886988 10:-11.842308876 11:6.14476231519 12:-11.6674863463 13:0.00270240680315 14:-0.00152786108064 15:-0.000956505313428 16:0.000818525499097 17:0.00243374336379 18:0.00445100788818 19:3.40390907129e-05 20:-0.00222691841247 21:0.00155565368919 22:-0.00208401216611 23:-0.00090608866017 24:0.00168348111025 25:6.65897021719e-05 
0:-623.224624995 1:143.118551929 2:-50.4050860627 3:29.5339122919 4:-19.5479119156 5:-30.6756535427 6:-2.20151468784 7:-31.0084125357 8:-3.85787151609 9:-2.35191537114 10:-10.7124332923 11:1.94898631582 12:-9.84036084778 13:0.00350382123593 14:-0.000568595867894 15:-0.000799284942948 16:0.00115654071024 17:0.000383691764259 18:-0.00116990771147 19:0.00058321218286 20:-0.00109358533996 21:-0.000878860024419 22:0.000778867985108 23:0.000127531551922 24:-0.00055499828556 25:0.000311042191012 
0:-598.463383071 1:151.64071643 2:-59.7106142101 3:26.5979720415 4:-30.7740182879 5:-34.8918393104 6:2.88931239154 7:-31.509276425 8:-1.65391848688 9:1.97419598413 10:-8.48983248919 11:3.2752446529 12:-8.52932571838 13:0.01367522565 14:0.00640515475784 15:-0.00226842644125 16:-0.000325908998125 17:-0.00112426880187 18:-0.00178326950404 19:0.00023526876763 20:-0.00160703661422 21:0.000740188084094 22:-0.000389693392057 23:-9.44786809286e-05 24:-0.000427146603456 25:-4.02853755855e-05 
0:-577.474849168 1:164.606206186 2:-65.2558969528 3:23.8450385158 4:-28.896299863 5:-36.8420126191 6:0.0321226581955 7:-26.2643433404 8:0.0674650263833 9:-3.93821807563 10:-6.87827891515 11:5.13769292381 12:-12.2659665236 13:0.00245239899106 14:-0.00307610467268 15:0.00331418783126 16:-2.04206433833e-05 17:-0.00312140820441 18:0.000864777680041 19:0.000951162456472 20:0.000177496937709 21:0.000163001173005 22:-0.00175482767642 23:-0.000346983502548 24:-0.000308922005946 25:-1.39501317831e-05 
0:-597.691127873 1:153.023284714 2:-60.2975122014 3:36.1777238396 4:-13.9275931943 5:-36.4025846014 6:-4.10618673679 7:-32.7214908933 8:-8.01723924112 9:-3.3073869667 10:-10.0852721873 11:4.33568356519 12:-6.47750649617 13:0.0101008607894 14:0.00250488432801 15:-0.00343205131223 16:0.00106634156191 17:-0.00178250171432 18:-0.00268447562471 19:0.000620646109236 20:-0.00114456047807 21:7.87133151413e-05 22:-0.000668152366606 23:-7.41936060838e-05 24:8.18941794155e-05 25:-0.000173322684431 
0:-593.563814485 1:156.538222351 2:-58.969893828 3:34.7244183616 4:-15.3436052958 5:-32.3897716729 6:-1.67718504573 7:-32.9109330379 8:-7.56547489859 9:-4.66497506111 10:-9.36193131948 11:5.92654401636 12:-7.45665734527 13:-0.00609947584202 14:-0.00267003863314 15:0.00311139444155 16:-0.00270514110086 17:-0.00182466656527 18:0.00347255048082 19:0.00309989360401 20:0.000585849167662 21:0.000187777256412 22:-0.000971606661626 23:0.00148665546698 24:-0.000480224691613 25:-0.00109810403045 
0:-593.349294906 1:154.720469831 2:-60.0242805735 3:28.7646672007 4:-25.8017290986 5:-30.3338430802 6:2.0718732494 7:-35.4316546536 8:-4.53068928336 9:-1.79370605328 10:-10.7204020021 11:4.46544912125 12:-8.45669113068 13:-0.0031229343398 14:-0.00332266336549 15:0.00187755979038 16:0.000949160697593 17:0.000795638063235 18:0.000995110021767 19:0.000367682143286 20:-0.000126301819059 21:-9.98678342211e-05 22:-0.000141827018725 23:0.00110156270092 24:0.000105504190486 25:0.000575986651105 
0:-603.86277098 1:149.135798758 2:-58.2350521713 3:35.4333216395 4:-15.1258880448 5:-32.7394197814 6:-4.38040424555 7:-35.5227570306 8:-5.61132723037 9:-1.13599486567 10:-10.7943214783 11:3.0934530108 12:-6.85792479633 13:-0.00179654838176 14:0.00310190806587 15:0.00296497373775 16:-0.0018159646958 17:-0.00052130394315 18:-0.00386278154715 19:-0.00162013621409 20:0.000641453530939 21:-0.00322047169512 22:-0.000881749972691 23:0.000930412832753 24:-0.000358635472338 25:0.000432998885441 
0:-475.289059978 1:156.113059832 2:-93.6482354765 3:30.6992175409 4:-45.5982878414 5:-19.9800761437 6:-21.29727901 7:-20.5970738656 8:-12.6904841169 9:-8.24056357802 10:-10.4760321224 11:-5.17613844782 12:-7.92456576793 13:0.0066713487454 14:-0.00249542001666 15:0.0029006551453 16:-0.0015715611454 17:0.00028814054289 18:-6.65540146455e-05 19:0.000539668207407 20:-0.000233641504401 21:-0.000897702457652 22:-0.000764240832415 23:0.000333605715064 24:-0.000841787551139 25:-0.000711827387848 
0:-480.189377874 1:152.850503636 2:-99.2185352254 3:24.8776974075 4:-42.4146470158 5:-17.2032707396 6:-23.0353074604 7:-23.1229988816 8:-13.7148631355 9:-7.16734835276 10:-9.76117382374 11:-6.66627834957 12:-9.27359845885 13:0.00136281251557 14:-0.00315785212878 15:0.00128344401267 16:0.000457788504719 17:0.00261192489009 18:0.00153429863829 19:-0.00357682663755 20:0.000152616663341 21:0.00179812065614 22:0.00215523296023 23:0.00139992222561 24:-0.000289508919626 25:-0.00142813774111 
