0:-587.725090043 1:159.020506789 2:-57.5250054178 3:33.3800855247 4:-24.2263220235 5:-33.1022408692 6:1.00149849389 7:-32.1331159115 8:-1.44392838204 9:-0.978152341104 10:-10.4812260447 11:4.72105621191 12:-8.86464873538 13:0.00965070957141 14:0.00357120099843 15:-0.00198826744989 16:-0.00129988253064 17:0.000504221127853 18:0.000170845407989 19:0.000927758729076 20:-0.0022264343011 21:-0.000693133298519 22:-0.000548050364635 23:0.00119451288865 24:0.000380323783349 25:0.000769619419717 
0:-595.108321609 1:158.142688208 2:-56.4917619704 3:29.2397936544 4:-22.178952686 5:-32.3289911258 6:-1.43306721866 7:-32.6706072531 8:-0.817212229077 9:0.110047621001 10:-11.864665886 11:3.22829190432 12:-9.57862943764 13:-0.00774606501769 14:-0.00817917327181 15:-0.000130432164924 16:-7.69107781563e-05 17:0.000893149497262 18:-0.00328968332516 19:-0.000580011301177 20:-0.00131918791371 21:-0.00161035534584 22:0.000637362580674 23:6.31601031097e-05 24:-0.000325279605592 25:0.00234378832148 
0:-586.442239588 1:159.613919634 2:-62.119550635 3:30.0555278937 4:-24.1501243195 5:-38.4006786951 6:0.399113579683 7:-26.0046486845 8:-1.22604550455 9:-2.06675802183 10:-9.10590080492 11:4.70746948841 12:-8.59208713965 13:-0.00236361610938 14:-0.00297421019571 15:-0.000529925016353 16:-0.00168650802151 17:-6.13108312541e-05 18:-0.000567874083892 19:-0.000139100970208 20:-0.00146355526022 21:0.000115516717586 22:0.000565756262854 23:-0.000198441160332 24:-0.000834474827885 25:0.000422619996517 
0:-603.760289711 1:152.647594801 2:-52.7474806621 3:32.6112867903 4:-24.7490435012 5:-37.6100681297 6:-1.69649149573 7:-28.481348732 8:-1.14099481256 9:-2.46824734977 10:-10.5643405348 11:5.67919009654 12:-8.31826704874 13:-0.00162566877806 14:-0.000619670681346 15:0.00365604483624 16:0.00190609600509 17:-0.00187099535427 18:-0.000761197142538 19:0.000484704486561 20:-0.000652763963657 21:-0.000290773517668 22:-0.000482475143034 23:0.00070512038327 24:0.000210582377764 25:0.000554830518552 
0:-586.35880952 1:156.042797949 2:-60.0905606619 3:37.821924712 4:-22.0402706173 5:-33.4643754147 6:2.08140848975 7:-32.2520909001 8:-2.46968097148 9:-2.07401842458 10:-10.8485485813 11:5.7612935926 12:-8.82188843789 13:-0.000534171378986 14:-0.0037109296141 15:-0.00584636245553 16:-0.0047309476306 17:-0.00276063220439 18:-0.00202107996959 19:-0.000648949230882 20:-0.00169548748959 21:0.000643077013048 22:0.00029399142308 23:0.00195169147038 24:0.000524510204598 25:-0.000508513709655 
0:-581.212492971 1:162.366366632 2:-59.5981422787 3:31.5644077763 4:-24.4178160226 5:-30.6676758496 6:-0.0230462308323 7:-35.8478160223 8:-2.04586117657 9:-0.56147158394 10:-9.6944617045 11:4.67180936966 12:-9.13368649681 13:0.0202117278472 14:0.00718002456239 15:-0.00496535268853 16:-0.000707826988106 17:-0.0012753827019 18:-0.00272374055514 19:0.000795322512881 20:-0.000920533951374 21:0.00154791991251 22:-0.000592119134312 23:-0.000965256655174 24:-0.000852089252781 25:-0.000112896208434 
0:-596.139674103 1:157.486483867 2:-56.0378392903 3:31.2661667584 4:-20.1461760238 5:-30.5069736186 6:1.73480823679 7:-34.3635344978 8:-4.8357609618 9:2.26684253059 10:-10.5343682352 11:1.85803067859 12:-8.82523327468 13:0.00466583883192 14:0.000131102952697 15:-0.0020031113311 16:0.00269434189878 17:0.000168344446524 18:-0.00261301915994 19:-0.000363620669884 20:-0.00127843714255 21:-0.00146983346471 22:-0.000800448898764 23:9.92468518271e-05 24:0.000273324933668 25:0.000229761796401 
0:-588.321645806 1:159.154021383 2:-58.0087024535 3:33.9811460299 4:-22.5410024817 5:-35.9568147167 6:-0.96415420534 7:-30.6585299835 8:-2.21939167575 9:-1.85176748235 10:-9.68666541339 11:4.21172537095 12:-10.2781352779 13:-0.0120982419337 14:0.00553469632364 15:0.0097219569256 16:-0.00346377640523 17:0.00399455389552 18:-0.000468691397266 19:-0.00285734169228 20:-0.00160111854376 21:-0.00315321822635 22:0.000666850120007 23:0.00114497751495 24:-0.00115576534232 25:0.000173551257744 
0:-573.91673538 1:163.292577665 2:-64.9770837907 3:31.7409122262 4:-24.4932968008 5:-30.665693593 6:0.835630044939 7:-38.1353370471 8:-1.9086138446 9:-0.221962101286 10:-12.4545934784 11:4.62488676063 12:-8.80020430813 13:0.0103009559561 14:0.00193722686075 15:-0.00204343311142 16:-8.07088790905e-05 17:-0.000597573249973 18:-0.00422927382688 19:-0.00142658731761 20:-0.000562448377706 21:0.000510512994524 22:-0.00154188305488 23:7.9895048345e-06 24:0.00026891246609 25:0.00046629497508 
0:-579.246923071 1:162.848753635 2:-62.0164991213 3:31.840827725 4:-21.2757878918 5:-30.7228123695 6:-1.25620690655 7:-35.8775439494 8:-4.46370764738 9:-2.67324710245 10:-8.48019614537 11:5.15944680454 12:-9.90562253975 13:0.00697627028939 14:0.00356426981861 15:0.00282155263284 16:-0.0019114390818 17:7.44282549466e-05 18:-0.000369035636016 19:-0.00284538880091 20:-0.00166095990048 21:0.000587272388853 22:-0.000911077509616 23:0.000788028587898 24:-0.000990895205729 25:-0.000192270227977 
0:-582.739515333 1:161.772468377 2:-63.9568219129 3:26.9268943626 4:-21.0062452819 5:-29.2190320419 6:-2.00600446661 7:-35.2549427186 8:-0.565530358942 9:-0.123070756971 10:-10.5961924783 11:4.4775813219 12:-10.1371616466 13:0.0218575455687 14:0.00431849194785 15:-0.00460331950246 16:0.000952920755982 17:0.000285791560257 18:-0.00267281685439 19:0.000528645384444 20:-0.000412668618711 21:0.000776252525247 22:-0.000510810873187 23:-0.0012014944629 24:0.000893206146062 25:-0.000926779566717 
0:-577.396639039 1:160.266417181 2:-68.3050434599 3:29.7776950029 4:-20.1142946045 5:-29.4900105348 6:-2.00969897615 7:-35.1795634536 8:0.815952963156 9:0.400740115759 10:-8.84104664406 11:5.38425877583 12:-10.7331405634 13:0.0170304586199 14:0.00548108585044 15:-0.00542821000988 16:-0.00131156065462 17:-0.000725921809071 18:-0.00205835017818 19:0.00085795600791 20:-0.00238131614346 21:0.000190460839897 22:-0.000554702772424 23:-0.000898441572565 24:0.000240886237734 25:-0.000630521830527 
0:-586.676629263 1:157.448999085 2:-59.7771677215 3:33.1258899165 4:-23.3207184493 5:-30.1949818498 6:0.627988799952 7:-34.3285442776 8:-1.23205137913 9:-0.399709500202 10:-9.10701936447 11:4.64160921474 12:-10.0287675383 13:-0.00198714284058 14:0.00106076192155 15:0.00236605958015 16:-0.00199999132492 17:0.00160041336779 18:-0.000585632715856 19:0.000115293024141 20:-0.00102610950068 21:-0.00186850661697 22:0.00018717446343 23:0.00106540091365 24:0.000462504313265 25:0.000669035087271 
